2019-04-14 12:50:35.387 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 13:04:49.397 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.398 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.402 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.403 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.404 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.409 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.409 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.410 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.414 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.415 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.415 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.416 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.416 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.419 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.420 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.420 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.421 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.421 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.421 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.422 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.422 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.423 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.423 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.424 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.424 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.424 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.425 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.425 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.426 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.426 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.427 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.428 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.428 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.429 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.429 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.430 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.430 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.430 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.431 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.431 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.432 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.432 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.433 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.433 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.434 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.434 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.475 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.476 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.477 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.478 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.478 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.479 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.479 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.480 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.480 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.481 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.481 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.481 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.482 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.482 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.483 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.483 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.484 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.484 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.485 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.485 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.486 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.486 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.487 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.487 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.488 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.488 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.489 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.490 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.490 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.490 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.491 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.491 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.492 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.492 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.493 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.493 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.494 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.494 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.495 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.495 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.496 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.496 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.497 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.497 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.498 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.498 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.499 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.499 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.499 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.500 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.500 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.501 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.501 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.502 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.503 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.503 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.504 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.504 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.505 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.505 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.506 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.506 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.507 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.507 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.508 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.508 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.509 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.511 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.512 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.516 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.517 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.518 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.522 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.523 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.524 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.529 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.529 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.530 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.534 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.535 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.536 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.540 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.541 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.542 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.546 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.547 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.548 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.553 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.554 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.555 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.559 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.559 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.560 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.564 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.565 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.566 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.571 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.571 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.572 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.576 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.577 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.578 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.583 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.583 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.584 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.588 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.589 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.590 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.594 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.595 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.596 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.601 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.601 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.602 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.606 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.607 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.608 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.612 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.613 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.614 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.619 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.620 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.620 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.624 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.626 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.627 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.630 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.637 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.638 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.639 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.643 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.644 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.644 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.648 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.649 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.650 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.654 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.655 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.656 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.660 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.661 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.662 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.666 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.667 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.668 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.672 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.673 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.674 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.678 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.679 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.680 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.684 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.685 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.686 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.691 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.691 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.692 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.696 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.697 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.698 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.702 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.703 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.704 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.708 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.709 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.709 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.714 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.715 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.716 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.720 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.721 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.722 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.726 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.727 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.728 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.732 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.733 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.734 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.738 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.739 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.740 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.744 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.745 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.746 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.750 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.751 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.752 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.756 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.757 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.758 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.762 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.763 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.764 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.768 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.769 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.770 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.774 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.775 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.776 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.780 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.781 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.781 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.786 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.787 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.788 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.793 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.796 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.797 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.798 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.799 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.800 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.816 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.819 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.820 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.822 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.823 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.824 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.828 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.829 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.830 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.834 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.835 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.836 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.840 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.841 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.842 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.847 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.848 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.849 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.852 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.853 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.854 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.858 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.859 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.862 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.865 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.866 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.866 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.935 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:05:05.421 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 13:05:06.425 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 14:47:32.495 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 14:47:33.895 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 14:47:35.894 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
